ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
"11501215,JB507854,11/07/2018 10:00:00 PM,005XX E 92ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0633,006,9,44,08B,1181436,1844093,2018,11/14/2018 04:11:48 PM,41.7274268,-87.610962176,""(41.7274268, -87.610962176)"""
"11501213,JB506666,11/07/2018 02:58:00 AM,005XX N SPRINGFIELD AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1122,011,37,23,03,1150294,1903310,2018,11/14/2018 04:11:48 PM,41.890587337,-87.723501724,""(41.890587337, -87.723501724)"""
"11501212,JB507906,11/07/2018 04:47:00 PM,002XX N COLUMBUS DR,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,0114,001,42,32,06,1178300,1901983,2018,11/14/2018 04:11:48 PM,41.88635374,-87.620691382,""(41.88635374, -87.620691382)"""
"11501209,JB507850,11/07/2018 11:01:00 PM,040XX S FEDERAL ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0213,002,3,38,03,1176359,1878069,2018,11/14/2018 04:11:48 PM,41.820776055,-87.628539914,""(41.820776055, -87.628539914)"""
"11501208,JB507845,11/07/2018 10:30:00 PM,084XX S MACKINAW AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0424,004,10,46,08B,1199935,1849739,2018,11/14/2018 04:11:48 PM,41.742473855,-87.54300897,""(41.742473855, -87.54300897)"""
"11501202,JB507838,11/07/2018 10:00:00 PM,080XX S YALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,0623,006,17,44,08B,1176011,1851739,2018,11/14/2018 04:11:48 PM,41.748531608,-87.630605959,""(41.748531608, -87.630605959)"""
"11501201,JB507777,11/07/2018 08:16:00 PM,056XX S EMERALD AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,0711,007,20,68,18,1172261,1867544,2018,11/14/2018 04:11:48 PM,41.79198564,-87.643882981,""(41.79198564, -87.643882981)"""
"11501200,JB507851,11/07/2018 04:00:00 PM,077XX S UNION AVE,0460,BATTERY,SIMPLE,STREET,false,false,0621,006,6,71,08B,1172973,1853639,2018,11/14/2018 04:11:48 PM,41.753812998,-87.641682258,""(41.753812998, -87.641682258)"""
"11501198,JB507768,11/07/2018 07:22:00 PM,066XX S LAFLIN ST,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,RESIDENCE,true,false,0725,007,16,67,15,1167477,1860803,2018,11/14/2018 04:11:48 PM,41.773591445,-87.661618184,""(41.773591445, -87.661618184)"""
"11501196,JB507863,11/07/2018 11:24:00 PM,0000X E 59TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0232,002,20,40,08B,1177888,1865919,2018,11/14/2018 04:11:48 PM,41.787400795,-87.623299068,""(41.787400795, -87.623299068)"""
"11501195,JB507887,11/07/2018 11:25:00 PM,0000X E LOWER WACKER PL,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,true,false,0111,001,42,32,18,1177108,1902140,2018,11/14/2018 04:11:48 PM,41.886811637,-87.625063879,""(41.886811637, -87.625063879)"""
"11501193,JB507848,11/07/2018 09:37:00 PM,070XX S PARNELL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0732,007,6,68,08A,1173839,1858131,2018,11/14/2018 04:11:48 PM,41.766120442,-87.638375691,""(41.766120442, -87.638375691)"""
"11501192,JB507798,11/07/2018 08:22:00 PM,005XX N LECLAIRE AVE,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,VEHICLE NON-COMMERCIAL,false,false,1532,015,37,25,04B,1142270,1903066,2018,11/14/2018 04:11:48 PM,41.89007048,-87.752976121,""(41.89007048, -87.752976121)"""
"11501191,JB507865,11/07/2018 11:06:00 PM,027XX W 26TH ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,true,false,1034,010,24,30,26,1158544,1886653,2018,11/14/2018 04:11:48 PM,41.844713964,-87.693659473,""(41.844713964, -87.693659473)"""
"11501190,JB507841,11/07/2018 09:30:00 PM,078XX S CLYDE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,0414,004,8,43,03,1191562,1853432,2018,11/14/2018 04:11:48 PM,41.752814694,-87.573567629,""(41.752814694, -87.573567629)"""
"11501189,JB507772,11/07/2018 08:42:00 PM,039XX W DIVERSEY AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,false,false,2523,025,30,21,15,1149679,1918328,2018,11/14/2018 04:11:48 PM,41.931810146,-87.72536938,""(41.931810146, -87.72536938)"""
"11501187,JB507793,11/07/2018 09:35:00 PM,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1913,019,46,3,06,1168469,1929861,2018,11/14/2018 04:11:48 PM,41.963070794,-87.655984213,""(41.963070794, -87.655984213)"""
"11501184,JB507830,11/07/2018 09:45:00 PM,051XX W NORTH AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESTAURANT,false,false,2533,025,37,25,14,1142254,1910160,2018,11/14/2018 04:11:48 PM,41.909537531,-87.752858605,""(41.909537531, -87.752858605)"""
"11501183,JB507644,11/07/2018 06:42:00 PM,033XX W OGDEN AVE,2025,NARCOTICS,POSS: HALLUCINOGENS,STREET,true,false,1021,010,24,29,18,1154564,1891102,2018,11/14/2018 04:11:48 PM,41.857002955,-87.708146694,""(41.857002955, -87.708146694)"""
"11501182,JB507728,11/07/2018 05:00:00 PM,033XX S EMERALD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0915,009,11,60,07,1171844,1882804,2018,11/14/2018 04:11:48 PM,41.833869768,-87.644963821,""(41.833869768, -87.644963821)"""
"11501181,JB507826,11/07/2018 09:50:00 PM,027XX N MULLIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2512,025,30,19,08B,1133610,1917560,2018,11/14/2018 04:11:48 PM,41.930000157,-87.784439467,""(41.930000157, -87.784439467)"""
"11501179,JB507877,11/07/2018 11:36:00 PM,014XX S TRUMBULL AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1021,010,24,29,18,1153600,1892907,2018,11/14/2018 04:11:48 PM,41.861975288,-87.711637158,""(41.861975288, -87.711637158)"""
"11501177,JB507873,11/07/2018 11:26:00 PM,054XX S DAMEN AVE,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,GAS STATION,true,false,0932,009,16,61,26,1163954,1868405,2018,11/14/2018 04:11:48 PM,41.794527104,-87.67431918,""(41.794527104, -87.67431918)"""
"11501176,JB507733,11/07/2018 07:40:00 PM,048XX S WINCHESTER AVE,2022,NARCOTICS,POSS: COCAINE,ALLEY,true,false,0931,009,15,61,18,1164167,1872664,2018,11/14/2018 04:11:48 PM,41.806209835,-87.67341821,""(41.806209835, -87.67341821)"""
"11501175,JB507510,11/07/2018 05:00:00 PM,0000X E 104TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0512,005,9,49,08B,1178169,1836019,2018,11/14/2018 04:11:48 PM,41.705345281,-87.623173565,""(41.705345281, -87.623173565)"""
"11501174,JB507876,11/07/2018 09:43:00 PM,0000X W TERMINAL ST,0820,THEFT,$500 AND UNDER,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,false,false,1653,016,41,76,06,1101811,1934419,2018,11/14/2018 04:11:48 PM,41.976762981,-87.900983721,""(41.976762981, -87.900983721)"""
"11501172,JB507761,11/07/2018 09:00:00 PM,012XX W 119TH ST,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,false,false,0524,005,34,53,06,1170139,1825866,2018,11/14/2018 04:11:48 PM,41.677661758,-87.652872258,""(41.677661758, -87.652872258)"""
"11501170,JB507858,11/07/2018 09:42:00 PM,069XX W BELMONT AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1632,016,36,17,26,1129371,1920483,2018,11/14/2018 04:11:48 PM,41.938094633,-87.799950187,""(41.938094633, -87.799950187)"""
"11501168,JB507819,11/07/2018 09:51:00 PM,043XX W 50TH ST,2021,NARCOTICS,POSS: BARBITUATES,ALLEY,true,false,0815,008,14,57,18,1148290,1871116,2018,11/14/2018 04:11:48 PM,41.802281658,-87.731689739,""(41.802281658, -87.731689739)"""
"11501167,JB507844,11/07/2018 10:39:00 PM,050XX W DRUMMOND PL,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,APARTMENT,true,false,2521,025,31,19,18,1142252,1917155,2018,11/14/2018 04:11:48 PM,41.928732589,-87.752691967,""(41.928732589, -87.752691967)"""
"11501166,JB507861,11/07/2018 11:02:00 PM,040XX W JACKSON BLVD,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1115,011,28,26,18,1149483,1898380,2018,11/14/2018 04:11:48 PM,41.877074653,-87.726608136,""(41.877074653, -87.726608136)"""
"11501165,JB507799,11/07/2018 09:50:00 PM,007XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1833,018,42,8,06,1177295,1905482,2018,11/14/2018 04:11:48 PM,41.895978014,-87.624275756,""(41.895978014, -87.624275756)"""
"11501163,JB507831,11/07/2018 09:51:00 PM,009XX W FULLERTON AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,true,false,1812,018,43,7,26,1169570,1916141,2018,11/14/2018 04:11:48 PM,41.925398601,-87.652337017,""(41.925398601, -87.652337017)"""
"11501162,JB507842,11/07/2018 10:07:00 PM,011XX S CENTRAL PARK AVE,0560,ASSAULT,SIMPLE,APARTMENT,true,true,1133,011,24,29,08A,1152552,1894700,2018,11/14/2018 04:11:48 PM,41.866916243,-87.715436854,""(41.866916243, -87.715436854)"""
"11501159,JB507482,11/07/2018 04:00:00 PM,027XX S SACRAMENTO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1033,010,12,30,08B,1156806,1885686,2018,11/14/2018 04:11:48 PM,41.84209575,-87.70006387,""(41.84209575, -87.70006387)"""
"11501158,JB507860,11/07/2018 08:36:00 PM,039XX W DIVERSEY AVE,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,2523,025,30,21,08A,1149485,1918324,2018,11/14/2018 04:11:48 PM,41.931802942,-87.72608241,""(41.931802942, -87.72608241)"""
"11501154,JB507753,11/07/2018 08:30:00 PM,037XX W AGATITE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1723,017,35,14,08B,1150755,1929316,2018,11/14/2018 04:11:48 PM,41.961941057,-87.721126803,""(41.961941057, -87.721126803)"""
"11501153,JB507846,11/07/2018 04:45:00 PM,032XX W FOSTER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,""SCHOOL, PUBLIC, BUILDING"",false,false,1713,017,39,13,11,1153879,1934367,2018,11/14/2018 04:11:48 PM,41.975739484,-87.709505896,""(41.975739484, -87.709505896)"""
"11501152,JB507770,11/07/2018 07:30:00 PM,004XX W WISCONSIN ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1813,018,43,7,03,1173149,1912928,2018,11/14/2018 04:11:48 PM,41.916503236,-87.639281723,""(41.916503236, -87.639281723)"""
"11501151,JB507833,11/07/2018 06:45:00 PM,007XX W RANDOLPH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESTAURANT,false,false,1224,012,27,28,11,1171198,1901262,2018,11/14/2018 04:11:48 PM,41.884534151,-87.646792573,""(41.884534151, -87.646792573)"""
"11501147,JB507804,11/07/2018 09:48:00 PM,128XX S COTTAGE GROVE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,true,false,0532,005,9,54,04A,1185886,1819838,2018,11/14/2018 04:11:48 PM,41.660764372,-87.5954225,""(41.660764372, -87.5954225)"""
"11501146,JB507752,11/07/2018 08:20:00 PM,067XX S INDIANA AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,false,0322,003,6,69,04A,1178753,1860463,2018,11/14/2018 04:11:48 PM,41.772409335,-87.620293392,""(41.772409335, -87.620293392)"""
"11501144,JB507797,11/07/2018 04:11:00 PM,019XX N SEDGWICK ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,true,false,1814,018,43,7,06,1173283,1913178,2018,11/14/2018 04:11:48 PM,41.917186271,-87.638781977,""(41.917186271, -87.638781977)"""
"11501143,JB507611,11/07/2018 03:45:00 PM,034XX S MORGAN ST,0460,BATTERY,SIMPLE,STREET,false,false,0913,009,11,60,08B,1170201,1882287,2018,11/14/2018 04:11:48 PM,41.832487043,-87.651007405,""(41.832487043, -87.651007405)"""
"11501142,JB507832,11/07/2018 06:45:00 PM,007XX W RANDOLPH ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1224,012,27,28,06,1171198,1901262,2018,11/14/2018 04:11:48 PM,41.884534151,-87.646792573,""(41.884534151, -87.646792573)"""
"11501141,JB507763,11/07/2018 08:50:00 PM,007XX W DIVERSEY PKWY,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,true,1934,019,44,6,04A,1170960,1918833,2018,11/14/2018 04:11:48 PM,41.932755165,-87.647150367,""(41.932755165, -87.647150367)"""
"11501139,JB507691,11/07/2018 08:06:00 PM,009XX N HERMITAGE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1213,012,1,24,03,1164555,1906441,2018,11/14/2018 04:11:48 PM,41.898888968,-87.671039679,""(41.898888968, -87.671039679)"""
"11501138,JB507357,11/07/2018 03:15:00 PM,031XX W CHICAGO AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1211,012,27,23,08A,1155106,1905157,2018,11/14/2018 04:11:48 PM,41.895560474,-87.705780037,""(41.895560474, -87.705780037)"""
"11501137,JB507735,11/07/2018 08:15:00 PM,006XX N ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1221,012,27,23,08B,1155597,1904124,2018,11/14/2018 04:11:48 PM,41.892715956,-87.704004529,""(41.892715956, -87.704004529)"""
"11501135,JB507795,11/07/2018 09:30:00 PM,039XX W ARMITAGE AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,true,false,2535,025,26,20,06,1149574,1912994,2018,11/14/2018 04:11:48 PM,41.917175212,-87.725894098,""(41.917175212, -87.725894098)"""
"11501134,JB507780,11/07/2018 09:00:00 PM,003XX S LOOMIS ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,1231,012,27,28,06,1167112,1898584,2018,11/14/2018 04:11:48 PM,41.877274235,-87.661873779,""(41.877274235, -87.661873779)"""
"11501133,JB507718,11/07/2018 04:55:00 PM,033XX S STATE ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,false,false,0211,002,3,35,03,1176878,1882969,2018,11/14/2018 04:11:48 PM,41.834210358,-87.626488094,""(41.834210358, -87.626488094)"""
"11501132,JB507674,11/07/2018 07:26:00 PM,047XX S CHAMPLAIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0223,002,4,38,08B,1181400,1873639,2018,11/14/2018 04:11:48 PM,41.808504832,-87.610184077,""(41.808504832, -87.610184077)"""
"11501131,JB507779,11/07/2018 09:20:00 PM,022XX W CULLERTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1234,012,25,31,08B,1161757,1890369,2018,11/14/2018 04:11:48 PM,41.854844775,-87.681764745,""(41.854844775, -87.681764745)"""
"11501130,JB505106,11/07/2018 06:25:00 PM,026XX W CHICAGO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,false,true,1211,012,26,24,08B,1158615,1905227,2018,11/14/2018 04:11:48 PM,41.895681406,-87.692890346,""(41.895681406, -87.692890346)"""
"11501129,JB507809,11/07/2018 09:30:00 PM,022XX W 79TH ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,false,false,0835,008,18,70,08B,1162572,1852219,2018,11/14/2018 04:11:48 PM,41.750139439,-87.679837957,""(41.750139439, -87.679837957)"""
"11501127,JB507816,11/07/2018 09:30:00 PM,022XX W NORTH AVE,0810,THEFT,OVER $500,STREET,false,false,1434,014,32,24,06,1161267,1910605,2018,11/14/2018 04:11:48 PM,41.910384321,-87.683000406,""(41.910384321, -87.683000406)"""
"11501126,JB507748,11/07/2018 08:20:00 PM,009XX W SUNNYSIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1914,019,46,3,14,1169268,1930071,2018,11/14/2018 04:11:48 PM,41.963629672,-87.653040464,""(41.963629672, -87.653040464)"""
"11501125,JB507764,11/07/2018 08:42:00 PM,005XX E 61ST ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,0313,003,20,42,26,1181088,1864690,2018,11/14/2018 04:11:48 PM,41.783955189,-87.611603984,""(41.783955189, -87.611603984)"""
"11501124,JB507704,11/07/2018 07:15:00 PM,057XX S DREXEL AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,HOSPITAL BUILDING/GROUNDS,false,true,0235,002,5,41,20,1183215,1867140,2018,11/14/2018 04:11:48 PM,41.790628946,-87.603729472,""(41.790628946, -87.603729472)"""
"11501123,JB507782,11/07/2018 09:30:00 PM,007XX E 107TH ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,true,0513,005,9,50,04A,1183193,1833900,2018,11/14/2018 04:11:48 PM,41.699415308,-87.604841993,""(41.699415308, -87.604841993)"""
"11501122,JB507821,11/07/2018 07:00:00 PM,018XX W WEBSTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1432,014,32,22,14,1163800,1914662,2018,11/14/2018 04:11:48 PM,41.921463921,-87.673580498,""(41.921463921, -87.673580498)"""
"11501121,JB507754,11/07/2018 08:11:00 PM,012XX S PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1011,010,24,29,18,1149912,1894100,2018,11/14/2018 04:11:48 PM,41.865321508,-87.725144306,""(41.865321508, -87.725144306)"""
"11501120,JB507476,11/07/2018 07:00:00 AM,113XX S AVENUE N,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0433,004,10,52,14,1201234,1830477,2018,11/14/2018 04:11:48 PM,41.689584551,-87.53890075,""(41.689584551, -87.53890075)"""
"11500222,JB506637,11/07/2018 12:28:00 AM,078XX S YATES BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0414,004,7,43,08B,1193559,1853415,2018,11/14/2018 04:11:48 PM,41.752719419,-87.566250124,""(41.752719419, -87.566250124)"""
"11500216,JB506610,11/07/2018 12:05:00 AM,059XX S TROY ST,0460,BATTERY,SIMPLE,ALLEY,true,false,0824,008,16,66,08B,1156398,1865138,2018,11/14/2018 04:11:48 PM,41.785717601,-87.702114997,""(41.785717601, -87.702114997)"""
"11500213,JB506635,11/07/2018 12:45:00 AM,013XX N KILDARE AVE,0460,BATTERY,SIMPLE,RESIDENCE,true,false,2534,025,26,23,08B,1147462,1908736,2018,11/14/2018 04:11:48 PM,41.90553162,-87.733763027,""(41.90553162, -87.733763027)"""
"11500212,JB506634,11/07/2018 12:20:00 AM,035XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APPLIANCE STORE,true,true,1123,011,28,27,08B,1152831,1898845,2018,11/14/2018 04:11:48 PM,41.87828506,-87.714302862,""(41.87828506, -87.714302862)"""
"11500210,JB506621,11/07/2018 12:15:00 AM,043XX W CERMAK RD,0460,BATTERY,SIMPLE,BAR OR TAVERN,true,false,1012,010,24,29,08B,1148027,1889026,2018,11/14/2018 04:11:48 PM,41.851434255,-87.732194685,""(41.851434255, -87.732194685)"""
"11500187,JB506627,11/07/2018 12:05:00 AM,051XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0231,002,3,40,08B,1178470,1870995,2018,11/14/2018 04:11:48 PM,41.80131661,-87.621010927,""(41.80131661, -87.621010927)"""
"11499183,JB504741,11/04/2018 10:32:00 AM,063XX S STEWART AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,""SCHOOL, PUBLIC, BUILDING"",false,false,0722,007,20,68,26,1174710,1862996,2018,11/14/2018 04:11:48 PM,41.779451196,-87.635038395,""(41.779451196, -87.635038395)"""
"11276418,JB212187,03/06/2018 04:00:00 PM,056XX N KENMORE AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,true,2022,020,48,77,10,1168228,1937707,2018,11/14/2018 04:11:48 PM,41.984605671,-87.656642414,""(41.984605671, -87.656642414)"""
"11503368,JB510767,07/01/2018 05:00:00 PM,016XX W LE MOYNE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,1433,014,2,24,11,1165188,1910167,2018,11/14/2018 04:03:33 PM,41.909099937,-87.668608657,""(41.909099937, -87.668608657)"""
"11503360,JB510753,11/04/2018 10:00:00 PM,042XX N KILDARE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1722,017,39,16,07,1146838,1927785,2018,11/14/2018 04:03:33 PM,41.957815766,-87.73556735,""(41.957815766, -87.73556735)"""
"11503335,JB510660,09/20/2018 08:00:00 AM,037XX W CERMAK RD,0820,THEFT,$500 AND UNDER,STREET,false,false,1013,010,22,30,06,1151618,1889119,2018,11/14/2018 04:03:33 PM,41.851619719,-87.719012307,""(41.851619719, -87.719012307)"""
"11503327,JB504070,11/05/2018 09:15:00 AM,078XX S SAWYER AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0835,008,18,70,03,1156073,1852533,2018,11/14/2018 04:03:33 PM,41.751134091,-87.703644964,""(41.751134091, -87.703644964)"""
"11503314,JB510670,10/16/2018 07:00:00 PM,085XX S PAULINA ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0614,006,21,71,06,1166501,1847974,2018,11/14/2018 04:03:33 PM,41.738407755,-87.665561026,""(41.738407755, -87.665561026)"""
"11503301,JB510711,10/26/2018 05:00:00 PM,020XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1432,014,32,22,06,1160033,1913643,2018,11/14/2018 04:03:33 PM,41.918746405,-87.687449604,""(41.918746405, -87.687449604)"""
"11503292,JB510675,03/02/2018 06:00:00 AM,015XX W JARVIS AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),false,false,2423,024,49,1,11,1164799,1949134,2018,11/14/2018 04:03:33 PM,42.016035274,-87.668927703,""(42.016035274, -87.668927703)"""
"11503285,JB509589,11/05/2018 12:00:00 AM,043XX W OHIO ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,OTHER,false,false,1111,011,28,23,11,1147294,1903601,2018,11/14/2018 04:03:33 PM,41.891443852,-87.734511813,""(41.891443852, -87.734511813)"""
"11503255,JB509659,10/31/2018 05:00:00 PM,019XX N WHIPPLE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,1421,014,1,22,11,1155557,1912779,2018,11/14/2018 04:03:33 PM,41.916466845,-87.703918206,""(41.916466845, -87.703918206)"""
"11503243,JB510601,11/06/2018 06:00:00 AM,042XX W JACKSON BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1115,011,28,26,06,1148189,1898349,2018,11/14/2018 04:03:33 PM,41.877014589,-87.731360167,""(41.877014589, -87.731360167)"""
"11503144,JB497049,10/30/2018 10:20:00 PM,084XX S ST LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0632,006,6,44,08B,1181712,1849098,2018,11/14/2018 04:03:33 PM,41.741154742,-87.609797028,""(41.741154742, -87.609797028)"""
"11503110,JB503716,11/04/2018 09:07:00 PM,007XX E 79TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0624,006,6,69,05,1182704,1852792,2018,11/14/2018 04:03:33 PM,41.751268534,-87.606048047,""(41.751268534, -87.606048047)"""
"11503106,JB510389,11/05/2018 05:00:00 PM,026XX W SUMMERDALE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,2011,020,40,4,11,1157755,1935432,2018,11/14/2018 04:03:33 PM,41.978583558,-87.695223193,""(41.978583558, -87.695223193)"""
"11503094,JB498384,10/31/2018 06:00:00 PM,073XX S CRANDON AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0334,003,7,43,08A,1192819,1856659,2018,11/14/2018 04:03:33 PM,41.761639287,-87.568856231,""(41.761639287, -87.568856231)"""
"11503054,JB510222,11/02/2018 01:00:00 AM,036XX W CORNELIA AVE,0810,THEFT,OVER $500,APARTMENT,false,false,1732,017,30,21,06,1151493,1923027,2018,11/14/2018 04:03:33 PM,41.944669085,-87.71857933,""(41.944669085, -87.71857933)"""
"11503031,JB509719,08/08/2018 12:30:00 PM,072XX S JEFFERY BLVD,0810,THEFT,OVER $500,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,0333,003,5,43,06,1190792,1857540,2018,11/14/2018 04:03:33 PM,41.764106016,-87.576256836,""(41.764106016, -87.576256836)"""
"11503011,JB509925,07/29/2018 02:00:00 PM,052XX S LAFLIN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0934,009,20,61,11,1167225,1870020,2018,11/14/2018 04:03:33 PM,41.798889417,-87.662278258,""(41.798889417, -87.662278258)"""
"11503010,JB509786,08/08/2018 01:00:00 PM,019XX E 74TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0333,003,7,43,26,1190580,1856292,2018,11/14/2018 04:03:33 PM,41.760686518,-87.577074069,""(41.760686518, -87.577074069)"""
"11502511,JB509514,11/05/2018 03:00:00 AM,023XX E 70TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0331,003,5,43,26,1193221,1859006,2018,11/14/2018 04:03:33 PM,41.768069819,-87.567306284,""(41.768069819, -87.567306284)"""
"11502501,JB509615,11/06/2018 11:30:00 AM,059XX N BROADWAY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,2013,020,48,77,06,1167224,1939764,2018,11/14/2018 04:03:33 PM,41.990271837,-87.660275533,""(41.990271837, -87.660275533)"""
"11502495,JB509372,11/06/2018 09:00:00 PM,046XX W ADAMS ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,1113,011,28,25,26,1145398,1898720,2018,11/14/2018 04:03:33 PM,41.878085917,-87.741598611,""(41.878085917, -87.741598611)"""
"11502486,JB509597,11/06/2018 09:00:00 PM,063XX N CLAREMONT AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2413,024,50,2,06,1159498,1942048,2018,11/14/2018 04:03:33 PM,41.996702319,-87.68863009,""(41.996702319, -87.68863009)"""
